"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"tribe","2","2.58","4.14","5.63","4.29","5.5"
"tribunal","13","1.99","2.7","4.53","3.95","4.74"
"tribune","12","1.97","2.93","4.84","3.78","5.71"
"tribute","8","2.43","2.67","6.44","4.27","5.91"
"trick","2","2.58","3.36","4.89","5.57","3.22"
"trickery","6","2.25","1.9","3.53","5.12","4.57"
"trickster","8","2.19","3.21","3.79","5.37","4.29"
"tricky","6","2.58","2.04","4.78","4.86","5.29"
"tricycle","2","2.35","4.68","6.14","3.62","6.2"
"trident","14","2.16","4.5","5.37","4.36","4.75"
"trifle","6","1.87","2.69","4.8","4.06","4.25"
"trifling","8","1.57","1.63","3.79","3.3","4.3"
"trigger","4","2.44","4.31","4.85","5.85","5.27"
"trillion","13","1.96","2.72","5.85","5.19","5.25"
"trilogy","12","2.44","3.5","5.26","3.67","5.19"
"trim","4","2.11","3.93","4.64","3.38","6.32"
"trinket","4","2.05","4.48","6.25","4.37","5.92"
"trio","4","2.15","3.97","5.68","3.38","4.7"
"trip","2","2.58","3.71","7","5.33","6.11"
"tripe","12","1.42","3.54","4.1","3.4","4.58"
"triple","2","2.34","3.59","5.86","5.6","4.75"
"triplicate","8","1.27","2.96","4.59","4.16","5.38"
"tripod","10","2.58","4.72","5.23","4.32","5.14"
"trite","13","1.18","2.09","4.27","4.39","5.11"
"triumph","6","2.43","2.17","7.34","5.6","7.5"
"triumphant","6","2.24","2","7.45","5.05","6.05"
"trivial","12","2.43","2.1","4.11","3.82","4.67"
"troll","6","2.44","4.28","4.45","4.54","4.04"
"trolley","4","2.17","4.73","5.67","3","5.55"
"trombone","2","1.93","4.9","5","3.43","6.11"
"troop","2","2.33","4.34","5.58","4.5","4.74"
"trooper","6","2.44","4","5.5","4.95","5.14"
"trophy","2","2.43","4.89","6.55","4.35","6.73"
"tropic","13","2.04","3.16","6.91","4.17","5.79"
"tropical","4","2.44","3.25","7.05","4.3","5.62"
"tropics","6","2.18","4.08","7.05","4.74","6.19"
"trot","4","2.06","4.11","5.63","5.1","5.65"
"trouble","4","2.58","2.25","2.87","5.59","4.35"
"troubled","2","2.58","1.82","3.11","4.45","3.83"
"troublesome","4","2.31","2.04","2.74","4.85","5.05"
"trough","6","1.64","4.17","4.19","3.83","4.62"
"troupe","8","1.38","4","5.24","3.7","5.62"
"trousers","6","2.33","4.93","5.15","2.89","5.91"
"trout","4","2.42","4.72","5.62","3.85","5.67"
"truce","6","1.94","2.47","6.42","2.86","5.7"
"truck","2","2.24","4.84","5.16","3.76","5.43"
"trucker","8","2.11","4.55","4.62","3.55","5.05"
"truffle","14","2.35","4.6","6.71","3.5","5.09"
"trump","8","2.13","2.57","4.18","3.33","5.86"
"trumpet","2","2.32","4.86","6.03","4.17","6.02"
"trunk","2","2.13","4.71","5.02","3.51","5.46"
"trust","2","2.43","2.04","7.24","4.3","6.95"
"trustee","8","2.34","3.3","5.84","3.91","4.74"
"trustworthy","6","2.34","2.39","7.25","4.22","7.29"
"trusty","12","1.59","2.23","6.19","4.17","6.14"
"truth","2","2.58","1.96","7.19","3.88","6.95"
"truthful","2","2.58","1.9","7.48","3.71","6.75"
"try","2","2.43","2.22","5.64","4","5.94"
"tryout","4","1.76","2.64","5.53","4.19","5.5"
"tub","4","2.25","4.64","6.1","3.8","5.14"
"tuba","4","1.63","4.86","5.58","3.95","5.18"
"tubby","2","1.83","3.07","3.9","3.95","4.64"
"tube","2","2.33","4.82","5.53","3.14","4.68"
"tuberculosis","6","2.1","3.62","2.74","4.48","4.64"
"tubing","8","2.13","4.38","5.11","3.62","5.05"
"tuck","6","2.12","3.86","4.89","3.4","5.21"
"tug","2","2.34","3.5","4.47","4","5.1"
"tugboat","2","1.88","4.78","5.57","3.05","5.15"
"tuition","8","2.12","3.52","3.53","4.41","4.57"
"tulip","4","2.58","5","7.25","3.4","5.36"
"tumble","4","2.45","3.89","5.65","4.9","4.52"
"tumbleweed","8","2.33","4.84","5.67","3.25","4.94"
"tummy","2","2.43","4.68","6.05","3.78","5.04"
"tumor","8","2.2","4.56","2.05","5.33","2.5"
"tuna","2","2.43","4.89","5.26","4.14","5.7"
"tune","4","2.58","3.5","7","3.73","5.76"
"tunic","12","1.98","3.75","5.79","3.79","5.65"
"tunnel","4","2.43","4.82","4.48","4.09","4.31"
"turban","6","1.95","4.76","4.23","4.13","5.21"
"turbine","14","2.11","4.59","4.65","5.47","5.71"
"turbulent","10","2.17","2.67","4.17","5.9","4.48"
"turf","6","2.35","4.1","4.62","3.95","5.66"
"turkey","2","2.32","4.89","5.9","3.45","5.59"
"turmoil","10","2.05","2.11","3.65","5.94","4.04"
"turn","2","2.23","3.44","5.45","3.48","5.88"
"turnip","2","2.33","4.79","4.63","3.32","6.08"
"turnout","6","2.25","3.07","5.23","4.26","5.21"
"turnover","8","2.27","3.45","4.84","4.14","5.26"
"turnpike","4","1.83","4.38","4.89","3.55","4.76"
"turpentine","6","1.77","4.86","4.05","4.1","4.88"
"turquoise","6","2.34","4.41","6.5","4.5","5.32"
"turret","8","1.65","4.61","4.55","4.81","5.71"
"turtle","2","2.43","5","6.16","2.52","5.82"
"turtleneck","4","2.11","4.7","5.05","3.41","4.76"
"tussle","6","1.73","2.71","4","5","4.88"
"tutor","8","2.25","4.28","5.9","2.81","6.08"
"tutu","12","1.7","4.68","6.19","4.15","5.08"
"tux","12","1.38","4.96","5.91","4.65","5.42"
"tuxedo","8","2.24","4.86","6.24","4.33","5.84"
"twain","14","1.11","2.92","5.63","3.28","5.25"
"tweak","12","2.34","2.79","5.21","4.7","6.3"
"tweed","6","1.67","4.81","4.18","4.09","5.79"
"tweet","6","2.1","3.52","5.37","3.39","5.37"
"tweezers","4","2.58","4.96","4.63","4.64","6.18"
"twelve","4","2.3","3.61","5.32","3.42","5.86"
"twenty","2","2.28","3.67","6.25","3.67","5.14"
"twig","2","2.02","4.75","5.47","3.18","5.23"
"twilight","2","2.58","4.11","6.24","4.2","4.8"
"twin","4","2.43","4.17","5.81","3.95","4.09"
"twine","6","1.78","4.03","5.35","3.24","5.48"
"twinge","10","1.7","2.56","4.29","4.35","3.96"
"twinkle","6","2.33","3.21","6.26","3.72","5.82"
"twirl","4","2.25","3.92","6.1","5.05","6.52"
"twist","2","2.44","3.9","4.61","4.27","5.95"
"twister","6","2.44","4.44","4.25","6","4.89"
"twit","14","1.98","2.68","4","4.32","4.47"
"twitch","4","2.44","3.79","4.26","5.95","4.26"
"two","2","2.44","4.18","6.3","3.33","5.05"
"twosome","8","1.79","3.28","6.52","5.2","4.82"
"tycoon","12","2.18","3.68","4.74","4.3","4.62"
"type","4","2.43","3.3","6.06","2.86","4.89"
"typewriter","4","2.58","4.88","5.44","2.4","5.96"
"typhoid","6","1.87","3.38","2.55","4.62","3.57"
"typhoon","6","2.43","4.55","3.62","5.82","3.38"
"typical","8","2.43","1.52","4.58","3.37","5.4"
"typist","4","2.02","4.41","5.3","4.14","6.15"
"tyranny","10","2.11","1.68","3.19","5.45","2.67"
"tyrant","10","1.95","3.8","2.9","5.27","3.19"
"ubiquitous","14","1.52","2.04","5.05","3.81","5.32"
"ugliness","6","2.42","3.25","2.75","4.43","3.44"
"ugly","2","2.17","3.23","2.47","4.43","3.86"
"ukulele","6","1.62","4.62","5.26","4.52","5.37"
"ulcer","10","2.03","4.69","2.7","4.76","3.35"
"ulterior","12","1.63","1.44","4.29","4.71","4.32"
"ultimate","12","2.58","1.7","5.74","5.1","5.75"
"ultimatum","12","2.2","2.07","3.65","5.18","4.22"
"ultraviolet","8","2.34","3.22","5.8","3.71","4.82"
"umbrella","2","2.33","5","5.84","3.5","5.75"
"umpire","4","1.94","4.27","4.19","4.57","4.43"
"unable","6","1.91","1.77","2.96","3.61","3.08"
"unaffected","8","2.1","1.77","4.84","3.32","6.45"
"unafraid","4","2.09","1.84","6.43","3.38","6.25"
"unanimous","8","2.05","2.7","5.55","4.24","4.7"
"unannounced","8","2.35","2.4","3.5","5.05","4.27"
"unarmed","4","2.58","3.54","3.74","3.64","4.29"
"unattached","4","2.58","2.48","4.79","3.86","5.04"
"unattainable","8","2.25","1.73","2.75","4.48","4.12"
"unattended","8","2.34","2.92","3.76","3.68","3.82"
"unattractive","2","2.44","2.04","2.37","4.3","3.47"
"unauthorized","8","2.44","2.48","4.11","4.39","3.94"
"unavoidable","8","2.43","1.64","4.14","4.32","3.78"
"unaware","6","2.58","1.75","3.89","4.1","3.85"
"unbalanced","4","2.12","2.19","3.1","4.74","3.21"
"unbearable","6","2.26","2","2.1","5.76","3.38"
"unbecoming","6","1.87","2.3","3.32","4.73","4.36"
"unbelievable","4","2.32","1.54","5.57","5.4","5.37"
"unborn","2","2.08","2.62","4.86","5.28","3.95"
"unbreakable","4","2.44","2.82","6.58","4.1","6.13"
"unbridled","12","1.74","1.35","4.63","4.45","5"
"unbutton","4","1.93","3.93","5","5.95","5.48"
"uncanny","10","2.17","1.63","5","4.71","5.03"
"uncertain","4","2.35","1.88","3.6","4.45","3.58"
"uncertainty","4","2.18","1.75","3.3","5.27","4.1"
"unchanged","4","2.44","2.26","5","2.68","4.5"
"uncivilized","6","2.43","2.26","3.79","4.95","4.12"
"uncle","2","2.43","4.24","6.5","4.05","5.24"
"unclean","4","2.16","3.21","2.95","4.12","4.19"
"uncomfortable","6","2.34","2.07","2.7","5.5","3.68"
"uncommon","6","2.35","2.38","5.35","3.2","4.86"
"uncompromising","12","2.27","1.93","3.95","5.17","4.88"
"unconditional","12","2.32","1.77","6.6","4.1","5.72"
"unconscious","6","2.33","2.45","3.81","4.55","2.81"
"uncontrollable","6","2.1","2.11","3.84","5.81","2.18"
"unconventional","12","2.31","1.96","5.71","4.8","4.62"
"uncouth","10","1.38","1.87","3.79","4.14","4"
"uncover","4","2.12","3.42","4.89","3.55","6.5"
"uncut","2","2.27","3.11","4.84","3.61","4.76"
"undeniable","10","2.44","2.38","5.4","3.5","4.68"
"underage","4","2.06","3.14","4.1","3.76","4.28"
"undercover","6","2.43","2.44","5.58","3.73","4.96"
"underdog","6","2.58","2.71","5.1","5.38","4.08"
"underestimate","8","2.25","2.04","4.35","4.48","5.08"
"undergo","10","2.19","2.41","3.9","3.88","4.68"
"undergraduate","8","2.25","3.19","5","3.95","6.2"
"underground","4","2.58","4.07","4.7","4.24","5.1"
"underhanded","8","2.13","2.45","3.53","4.33","3.18"
"underlying","12","2.34","2.32","4.87","4.7","4.72"
"undermine","12","2.33","1.9","3.05","4.21","4.6"
"underpants","2","2.33","4.89","5.18","5.08","5.75"
"underprivileged","6","2.24","1.85","3","3.89","3.35"
"undersea","2","1.42","3.83","6.38","4.45","3.91"
"understand","2","2.23","2.28","6.68","3.52","6.71"
"understanding","2","2.44","1.92","7.14","3.09","7.31"
"understatement","10","2.58","1.79","5.42","4.61","4.84"
"understudy","10","2.17","3.47","5","4.13","4.29"
"undertake","10","2.24","1.71","4.21","4.22","5.21"
"undertaker","4","2.24","4.07","3.86","3.82","3.86"
"undertaking","8","2.24","2.22","4.74","3.28","5.53"
"undertow","10","1.75","3.72","4.05","4.46","3.89"
"underwear","2","2.33","4.96","5.35","4.46","5.7"
"underworld","8","2.58","2.96","3.94","5.14","4.26"
"undesirable","12","2.26","2.22","3","4","3.75"
"undignified","12","2.13","1.97","3.25","4.41","4.53"
"undiscovered","4","2.44","2.14","6","3.83","4.62"
"undisputed","8","2.42","1.5","5.58","4.13","5.53"
"undisturbed","4","2.58","2.36","6.4","2.59","6.56"
"undivided","8","2.33","2.71","5.79","3.52","5.17"
"undo","6","2.44","2.56","5.35","3.52","6.44"
"undress","2","2.32","3.97","6.14","5.96","5.37"
"undue","14","1.55","1.67","4.05","3.53","4.24"
"undying","8","1.92","1.87","5.35","4.75","5.27"
"uneasy","6","2.26","1.86","2.86","4.48","3.82"
"uneducated","2","2.58","2.15","3","3.9","5.28"
"unemployed","4","2.33","2.57","2.67","5.26","3.38"
"unemployment","4","2.44","3.11","2.32","5.59","2.95"
"unending","6","1.98","1.93","3.16","4.36","4.77"
"uneven","2","2.44","3.07","4.45","3.43","3.54"
"uneventful","8","2.33","1.74","4.58","2.56","4.76"
"unexpected","4","2.44","2.23","4.68","5.1","3.39"
"unexplained","2","2.34","1.79","4.6","4.86","4.12"
"unexplored","2","2.43","1.79","5.77","5.86","5.47"
"unfair","2","2.34","1.62","3.15","3.75","4"
"unfaithful","4","2.43","1.93","2.33","5.59","4.44"
"unfamiliar","6","2.33","1.83","4.14","5.18","4"
"unfeeling","8","1.72","2.17","2.79","3.61","4.42"
"unfinished","2","2.44","2.34","4.24","3.36","5"
"unfit","6","2.24","1.89","2.95","3.77","4.22"
"unfold","2","2.43","3.55","4.23","3.87","5.63"
"unforeseen","8","2.11","1.83","4.5","4","3.08"
"unforgettable","4","2.43","1.6","6.73","5.84","5.86"
"unfortunate","6","2.58","1.78","3.33","3.52","4.21"
"unfounded","14","2.25","1.89","4.18","3.96","4.57"
"unfreeze","10","1.47","2.88","4.29","3.41","4.35"
"unfriendly","4","2.18","2.12","2.3","4.05","4.45"
"ungodly","8","2.03","1.56","3.5","5.27","4.73"
"ungrateful","6","2.24","1.63","2.68","4.71","4.74"
"unguarded","6","2.13","2.08","4.45","4.33","4.32"
"unhand","6","1.29","2.67","4.11","3.78","4.68"
"unhappiness","2","2.14","1.52","1.89","4.41","2.96"
"unhappy","2","2.44","2.04","1.84","5.1","3.71"
"unharmed","2","2.34","2.37","6.78","2.45","6.5"
"unhealthy","2","2.44","2.7","2.55","4.36","5.11"
"unheard","4","2.31","2.22","4.16","3.18","3.54"
"unholy","6","2.58","1.52","4.08","5.16","4.1"
"unhook","4","2.06","3.34","4.55","3.31","5.75"
"unicorn","12","2.58","3.62","6.86","5.14","5.14"
"unidentified","6","2.58","1.97","4.52","4.89","3.62"
"unification","10","2","1.93","6.1","4.33","6.14"
"uniform","4","2.32","4.67","4.37","3.55","4.67"
"unimaginable","8","2.58","1.37","4.23","4.65","4.46"
"unimportant","4","2.19","1.83","4.42","3.52","5.32"
"uninhabited","8","2.05","3.71","5.45","3.56","3.79"
"unintelligible","8","2.19","2.07","3.6","3.81","3.4"
"uninterrupted","2","2.25","2.46","5.35","3.32","6.74"
"uninvited","4","2.32","2.39","3.35","4.38","3.76"
"union","6","2.31","3.38","5.85","4.05","5.68"
"unique","10","2.58","1.89","7.32","4","6.43"
"unison","8","2.24","2.96","5.76","3.43","6.22"
"unit","6","2.58","3.77","5.29","3.33","5.18"
"unite","2","2.44","2.58","6.4","3.19","6.85"
"unity","8","2.24","2.23","6.67","4.8","6.66"
"universal","8","2.58","1.87","6.59","4.87","5.53"
"universe","6","2.32","3.85","6.81","3.91","3.7"
"university","4","2.44","4.65","6.95","4.24","5.7"
"unjust","6","1.97","1.31","3.16","6.33","3.05"
"unkind","2","2.11","2.22","2.55","4.24","4.84"
"unknown","2","2.34","1.47","4.85","4.71","3.79"
"unlawful","2","2.24","2.15","2.73","4.46","4.87"
"unleash","6","2.26","3.55","4.6","5.14","5.68"
"unlikely","2","2.33","1.93","3.85","3.82","4.81"
"unlimited","8","2.25","1.88","6.16","4.52","6.61"
"unload","4","2.32","3.21","5.21","3.24","4.75"
"unlock","6","2.44","4.11","5.55","3.2","6.73"
"unlucky","2","2.12","1.79","2.7","4.62","4.15"
"unmanned","6","2.01","2.85","5.28","3.33","4.05"
"unmarried","2","2.15","2.82","4.72","5.32","6.08"
"unmistakable","8","2.02","1.73","6.1","4.33","5.86"
"unmitigated","14","1.91","2","4.75","4.19","4.94"
"unnamed","2","2.09","2.39","4.38","4.05","4.65"
"unnatural","2","2.3","1.41","4.53","5.52","3.78"
"unnecessary","2","2.27","1.56","4.62","3.79","4.16"
"unnoticed","2","2.02","2.25","4.32","3.28","4.25"
"unofficial","6","2.44","1.61","4.45","3.59","5.22"
"unopened","2","2.15","3.29","5.63","3.32","5.18"
"unorthodox","10","2.32","1.46","5.38","3.45","5.32"
"unpack","4","2.31","3.82","5.29","2.9","5.45"
"unpaid","6","2.33","2.52","2.58","5.62","3.35"
"unparalleled","12","2.2","1.66","5.37","3.85","5.65"
"unpleasant","4","2.44","1.91","2.53","4.73","3.54"
"unplug","4","2.18","4.19","4.8","3.25","5.59"
"unpopular","4","2.58","2.07","2.95","4.25","3.48"
"unprecedented","12","2.1","1.59","5.29","4.32","4.78"
"unpredictable","8","2.44","2.03","4.52","4.8","3.9"
"unprepared","2","2.43","2.07","3.11","5.09","3.75"
"unprofessional","12","2.35","1.85","2.71","4.71","3.64"
"unprotected","4","2.19","2.32","3.48","5.35","3.12"
"unprovoked","10","2.58","1.72","4.95","3.62","4.36"
"unpunished","4","1.76","2.28","4.5","5.27","5.36"
"unqualified","6","2.04","1.97","3.48","4.67","4"
"unquote","8","1.22","2.19","5.21","3","4.62"
"unravel","8","2.16","2.59","4.39","4.16","3.84"
"unreal","6","2.34","1.52","4.57","4.9","4.38"
"unreasonable","4","2.18","1.6","3.85","5","5.11"
"unrelenting","10","2.03","2.04","3.53","4.86","5.18"
"unreliable","4","2.33","1.83","2.74","4.29","4.22"
"unrequited","14","1.68","2","3.79","4.23","3.74"
"unrest","8","2.07","2.24","2.63","4.91","3.54"
"unruly","8","2.01","2.27","3.39","4.41","4.41"
"unsafe","2","2.19","1.89","2.84","5.17","4"
"unsanitary","6","2.43","2.86","1.79","4.95","2.75"
"unsatisfied","2","2.25","1.86","2.81","4.61","3.9"
"unsavory","12","1.9","1.75","3.05","4.35","3.48"
"unscrew","6","2.43","3.93","4.94","3.2","5.28"
"unscrupulous","10","1.79","1.62","3.2","4.67","4.04"
"unseen","4","2.58","1.67","4.38","4.3","4.71"
"unselfish","4","1.81","1.5","6.84","3.3","6.7"
"unsound","8","1.26","1.74","4.55","4.05","4.65"
"unspeakable","6","2.58","1.52","3.8","3.9","3.73"
"unstable","10","2.34","2.52","3.43","5.05","3.75"
"unsuccessful","6","2.32","2.25","2.33","3.36","3.21"
"unsuitable","4","2.33","1.52","4","4","4.47"
"unsuspecting","6","2.34","1.73","3.95","3.55","4.05"
"untamed","2","2.44","2.07","5.89","4.3","4.64"
"unthinkable","6","2.2","1.45","4","4.32","3.8"
"untidy","6","1.96","3.07","3.58","3.67","4.35"
"untie","2","1.91","3.89","4.95","2.8","5.18"
"untimely","6","2.1","2","3.53","4.4","4.25"
"untold","2","2.58","1.76","4.95","4.7","4.92"
"untouchable","2","2.44","2.29","4.25","4.7","5.3"
"untouched","2","2.45","2.71","5.24","3.52","4.81"
"untrained","2","2.32","2.41","3.95","4.57","3.85"
"untroubled","4","2.17","1.71","6.21","3.02","6.14"
"untrue","2","2.02","2.11","3.45","4.14","5.12"
"unused","4","2.06","2.65","4.75","3","5.32"
"unusual","6","2.58","2.21","5.81","4.15","4.55"
"unveil","8","1.98","2.97","5.61","3.89","5.36"
"unwelcome","2","2.03","2","3.5","4.39","3.24"
"unwell","4","2.03","2.56","3.25","4","3.82"
"unwilling","2","2.58","1.61","3.25","4.64","4.5"
"unwind","6","2.1","2.52","5.9","3.62","5.56"
"unwise","4","2.05","1.69","3.84","4.52","4.95"
"unworthy","8","2.1","1.93","2.79","4.24","3.45"
"unwrap","2","2.33","3.15","5.48","4.29","6.35"
"unwritten","2","2.23","2.14","4.21","3.24","5.1"
"unzip","4","2.06","3.96","5.32","4.22","6.24"
"upbringing","10","2.24","2","6.32","4.27","4.68"
"update","12","2.44","2.79","5.85","3.89","5.71"
"upgrade","8","2.43","2.36","7.11","4.14","6.7"
"uphold","6","2.43","2.85","5.25","3.89","6.39"
"upholstery","4","2.05","4.65","5.32","3.12","5.61"
"upkeep","12","2.01","2.44","5.14","4.44","6.05"
"upper","2","2.58","3.37","5.7","3.52","6.33"
"uppercut","10","2.07","4.04","4.55","5.48","5.57"
"upright","6","2.58","3.59","5.11","3.29","6.11"
"uprising","8","2.43","2.41","4.33","5.65","5"
"uproar","2","2.33","3","4.21","5.48","4.63"
"upset","2","2.36","2.41","2.45","4.49","4.3"
"upstanding","10","2.43","2.04","6.05","3.3","6.95"
"upstart","13","1.93","2.64","4.6","4.45","6.11"
"uptight","10","2.23","1.86","3.16","4.09","4.54"
"upward","2","2.58","3.57","5.81","4.43","5.5"
"uranium","6","2.11","4.29","4.1","3.96","3.92"
"urban","8","2.25","3.43","4.95","4.41","4.5"
"urchin","12","1.75","4.25","4.73","4","4.68"
"urge","6","2.34","1.93","5.11","5.29","4.5"
"urgency","8","2.33","2.03","5.05","6.25","5"
"urgent","6","2.16","2.36","4.21","5.71","5.35"
"urinal","12","2.33","4.6","2.8","3.62","4.12"
"urinate","10","2.44","4.46","4.14","3.95","4.95"
"urine","8","2.24","4.93","2.9","4.38","4.55"
"urn","10","2.01","4.61","3.37","2.9","4.15"
"usable","6","2.11","2","5.58","3.43","6.11"
"usage","8","2.31","2.07","5.1","2.5","6.04"
"use","2","2.58","2.78","5.18","4.19","5"
"useful","2","2.58","2.14","7.1","3.82","6.81"
"usefulness","8","2.33","1.86","5.4","4.5","5.95"
"useless","4","2.24","1.78","2.8","4.39","4.65"
"user","6","2.58","3.16","3.67","3.21","5.56"
"usher","2","2.26","4.38","5.39","3.95","5.8"
"usual","4","2.58","1.9","5.48","3.2","6.58"
"utensil","4","2.15","4.56","5.36","2.95","6.62"
"uterus","10","2.34","4.71","4.79","4.82","5.23"
"utility","6","2.58","3.07","4.82","4.22","5.3"
"utilize","10","2.11","1.96","5.26","4.33","6.25"
"utmost","8","1.9","1.64","6.81","3.1","5.59"
"utter","6","2.13","3.03","4.76","3.9","5.33"
"vacancy","4","2.25","3.28","5.05","3.68","5.21"
"vacant","4","2.58","3.5","4.64","2.86","5.4"
"vacate","6","1.84","3.39","4.1","4.9","4.67"
"vacation","2","2.58","3.14","8.53","5.22","7.11"
"vaccination","6","2.31","4.24","4.56","4.62","5.2"
"vaccine","6","2.25","4.69","6.48","6.45","5"
"vacuum","2","1.93","4.22","5.38","4.63","6.52"
"vagabond","8","1.75","3.8","3.32","4.55","3.83"
"vagina","12","2.35","4.82","6","5.83","5.07"
"vagrancy","12","1.36","2.71","3.43","5.72","4.32"
"vagrant","12","1.58","3.46","2.63","3.82","3.92"
"vague","8","2.33","1.55","4.29","3.61","4.19"
"valance","12","1.03","3.85","5.05","3.73","5.86"
"valedictorian","12","1.43","3.93","6.32","4.43","6.88"
"valet","12","2.04","4.26","5.14","4.29","6.1"
"valiant","10","1.87","1.59","6.21","4.9","6.17"
"valid","12","2.43","2.27","6.05","4","6.64"
"validate","12","2.58","2.18","6.5","4.05","5.71"
"validity","12","2.05","1.89","5.38","2.73","6.56"
"valley","2","2.04","4.72","6.22","2.7","5.12"
"valor","10","1.77","1.85","5.57","3.67","6.7"
"valuable","4","2.23","2.22","7.17","3.85","6.04"
"valuables","6","2.43","3.07","5.91","5.05","6.47"
"value","4","2.33","1.62","7.18","5.79","6.24"
"valve","6","2.11","4.83","5.1","3.84","6.12"
"vamp","12","1.37","3.05","5","5.3","4.1"
"vampire","4","2.35","4.18","4.05","5.17","3.6"
"van","6","2.44","4.72","4.43","4.35","5.35"
"vandal","8","2.07","3.92","2.32","4.84","3.25"
"vandalism","6","2.44","3.47","1.9","4.67","3.45"
"vanilla","4","2.58","4.68","7.42","3.62","5.74"
"vanish","2","2.23","2.77","3.86","5.05","4.33"
"vanity","6","2.32","2.15","4.46","3.77","5.45"
"vanquish","12","2.14","2.21","4.72","5.05","5.29"
"vantage","12","1.97","1.93","5.95","3.15","5.73"
