"word","AoA","Prevalence","concreteness","valence","arousal","dominance"
"insomnia","8","2.58","2.68","2.67","4.91","2.92"
"inspect","4","2.06","3.31","5.26","4.05","4.78"
"inspection","2","2.58","3.12","4.32","4.05","4.48"
"inspector","6","2.58","4.62","4.33","3.61","5.89"
"inspiration","6","2.58","2.18","6.53","4.77","6"
"inspire","8","2.25","1.74","7.42","5.9","7.11"
"install","6","2.31","3.19","5.95","3.72","6.68"
"installation","10","2.58","3.71","5.06","3.42","5.75"
"installment","6","2.13","2.54","4.42","4.43","5.54"
"instant","4","2.34","2.7","5.84","4.33","6.22"
"instantaneous","8","2.17","2.28","5.16","4.72","5.96"
"instinct","8","2.44","2","5.67","4.44","6.26"
"instinctive","12","2.44","1.56","5.81","4.04","5.88"
"institute","6","2.44","3.41","4.95","3.5","5.11"
"institution","6","2.44","3.33","4","4.09","4.74"
"instruct","6","2.45","2.48","5.81","4.25","6.23"
"instruction","6","2.13","3.37","5.22","2.62","5.65"
"instructive","8","2.12","1.74","6.26","4.05","5.96"
"instructor","4","2.44","4.26","6.15","5.05","5.81"
"instrument","4","2.43","4.27","6.68","3.88","6.35"
"instrumental","6","2.24","2.89","6.76","3.92","6.68"
"insubordination","12","1.81","1.84","3.47","6.29","4.04"
"insufferable","10","2.18","1.54","3.85","3.65","3.38"
"insufficient","8","2.58","1.75","3.24","3.57","3.38"
"insulation","4","2.23","4.33","5.37","3.71","5.56"
"insulin","10","1.89","4.37","4.52","4.92","3.81"
"insult","4","2.43","2.79","2.62","5.3","3.96"
"insurance","4","2.58","2.86","3.76","3.8","5.84"
"insure","6","1.13","2.41","5.67","3.76","5.72"
"intact","12","2.19","2.64","6","3.18","7.3"
"intake","4","2.25","3.34","5.53","4","6.35"
"intangible","12","2.15","1.3","5.7","3.19","4.28"
"integral","13","2.25","2.03","5.19","3.65","6.11"
"integrate","8","2.23","2.08","5.78","3.37","5.08"
"integration","6","2.43","1.89","5.29","4.38","5.88"
"integrity","10","2.33","1.44","6.11","3.36","6.96"
"intellect","8","2.25","2.36","6.62","4.41","6.69"
"intellectual","10","2.43","1.81","7.65","4.53","6.56"
"intelligence","6","2.32","2.24","7.65","6.32","6.72"
"intelligent","6","2.58","2.46","7.6","5.67","6.77"
"intend","4","2.3","1.71","5.75","3.39","6.18"
"intense","10","2.35","2.41","5.65","6.6","5.57"
"intensity","8","2.44","2.14","5.19","7.05","5.34"
"intensive","10","2.58","2.33","4.25","4.38","5.9"
"intent","12","2.44","1.52","5.86","4.32","6.25"
"intention","6","2.33","1.7","5.58","3.91","6.81"
"intentional","6","2.43","2.1","5.37","3.89","6"
"interaction","13","2.44","2.74","5.62","4.35","5.06"
"intercede","13","1.71","2.07","5.24","4.04","5.38"
"intercept","8","2.33","3.18","4.64","4.59","5.1"
"interchangeable","8","2.11","2.03","5.37","3.77","5.75"
"intercom","6","2.08","4.67","5.26","2.86","5.52"
"intercourse","8","2.58","3.93","7.22","6.5","6"
"interest","4","2.25","1.8","6.66","4.36","6.31"
"interested","2","2.58","2.19","6.83","4.45","6.83"
"interesting","2","2.31","1.6","6.78","5.1","6.83"
"interfere","2","2.06","2.59","3.94","4.33","4.71"
"interference","4","2.01","2.93","4.71","3.84","4.11"
"interim","13","1.68","2.5","4.68","3.68","5.4"
"interior","6","2.44","3.59","5.79","3.86","5.54"
"interject","12","2.26","2","4.29","3.52","5.18"
"interlude","8","2.07","2.04","5.47","3.96","4.79"
"intermediate","8","2.33","1.93","5.05","3.28","4.94"
"intermission","4","2.32","2.85","5.2","5","5.38"
"intermittent","12","2","2.61","4.65","3.6","4.77"
"intern","10","2.24","3.86","5.14","3.62","5.55"
"internal","8","2.25","2.41","5.18","3.67","6.25"
"international","8","2.58","2.82","5.65","3.95","5.33"
"internship","10","2.42","3","5.9","6.25","5.11"
"interpret","8","2.32","2.34","5.2","4.43","5.24"
"interpretation","8","2.24","1.4","5.6","4.21","5.43"
"interpreter","8","2.12","3.67","5.8","3.14","5.74"
"interrogate","8","2.31","2.48","2.76","4.8","4.64"
"interrogation","8","2.24","3.33","2.21","5.41","2.92"
"interrupt","6","2.44","3","3.26","4.36","3.93"
"interruption","6","2.22","2.75","3.81","3.88","4.25"
"intersection","6","2.34","4.14","4.58","4.45","4.42"
"interstate","12","2.17","3.93","5","4.38","4.91"
"interstellar","10","1.35","2.63","5.95","4.95","5.33"
"interval","8","2.34","2.57","5.05","3.43","5.7"
"intervene","8","2.24","2.57","5.21","4.48","5.82"
"intervention","10","1.97","2.85","4.14","4.74","4.57"
"interview","6","2.33","3.36","4.68","6.35","6.84"
"intestinal","8","2.07","3.82","3.3","3.82","4.47"
"intestine","12","2.43","4.55","3.37","4.5","4.21"
"intimacy","10","2.19","1.96","7","6","6.59"
"intimate","10","2.33","2.07","7.22","6.02","6.29"
"intimidate","10","2.43","1.75","2.84","5.27","5.75"
"intolerable","8","2.36","1.93","3.14","5.41","4.15"
"intolerance","10","2.44","2","2.95","5.35","3.87"
"intolerant","10","2.35","2.14","3.43","4.05","4.74"
"intravenous","12","1.91","3.19","4.29","4.09","4.59"
"intrepid","14","1.77","1.93","5.37","3.95","5.5"
"intricate","10","1.92","2.36","5.11","4.48","5.13"
"intrigue","8","2.34","2","6.05","5.18","6.21"
"introduce","2","2.17","2.62","5.91","4.55","6.84"
"introduction","4","2.44","3","5.81","3.9","5.36"
"intrude","6","2.22","2.81","3.1","5.2","3.92"
"intruder","6","2.16","4.14","2.46","5.66","3.18"
"intrusion","8","2.25","2.25","3.37","4.9","2.75"
"intrusive","12","2.45","1.42","3.05","5.77","4.47"
"intuition","10","2.44","1.67","6.42","4.81","5.84"
"intuitive","13","2.25","1.23","6","4.28","6.29"
"invade","6","2.25","3.28","3.32","6","4.31"
"invader","6","2.18","4.11","2.23","5.67","3.5"
"invalid","8","2.43","2.48","3.52","3.7","5.1"
"invaluable","12","2.32","2.18","5.6","5.21","5.14"
"invasion","4","2.32","3.65","2.45","6.59","3"
"invent","2","2.42","2.66","6.64","6.16","6.9"
"invention","4","2.33","3.48","6.4","4.24","6.67"
"inventive","6","2.24","1.96","6.29","4.22","6.39"
"inventor","2","2.58","3.82","6.21","4.62","5.15"
"inventory","10","2.24","3.74","4.95","3.58","5.48"
"invest","4","2.43","2.47","6.16","3.95","5.94"
"investigate","6","2.42","2.27","5.68","4.09","5.43"
"investigation","6","2.43","2.52","4.36","5.7","6.11"
"investigator","4","2.33","4.37","4.95","4.35","4.79"
"investment","6","2.58","3.59","5.14","4.73","5.19"
"investor","6","2.33","4.3","5.42","3.39","5.76"
"invincible","12","2.22","1.86","6.32","5.3","6.6"
"invisible","4","2.58","2.83","5","3.95","4.27"
"invitation","4","2.44","3.65","7.05","4.94","6.43"
"invite","2","2.33","3","5.68","5.1","6.95"
"invoice","10","2.25","4.37","4.6","3.68","5.7"
"invoke","12","2.08","1.64","5.05","4.85","5.54"
"involuntary","8","2.15","1.7","4.05","3.75","4.13"
"involve","4","2.43","2.43","5.44","3.6","5.28"
"invulnerable","10","1.45","2.18","6.05","3.85","5.36"
"iodine","6","2.12","4.41","4.9","4.21","4.86"
"ion","10","1.9","3","5.1","4.19","5.16"
"irate","12","1.57","2.36","2.9","4.71","3.6"
"iris","6","2.44","4.54","6.85","4.2","6.24"
"iron","2","2.34","4.59","5.03","3.24","5.51"
"ironclad","10","1.55","2.59","5.14","3.77","6.09"
"irony","10","2.23","1.59","5.19","4.09","5.28"
"irrational","10","2.58","1.79","3.5","5.12","3.46"
"irregular","6","2.42","2.43","4.05","4.86","4.93"
"irrelevant","12","2.25","1.5","3.35","3.71","4.68"
"irreparable","12","1.65","2.22","4.05","5.05","3.5"
"irreplaceable","8","2.58","1.67","5.59","4.62","3.95"
"irresistible","6","2.13","2","6.58","5.71","4.68"
"irresponsible","6","2.33","2.04","2.5","5","3.91"
"irreversible","12","2.15","2.14","3.61","4.09","3.11"
"irrigate","6","2.09","3.53","5.23","3.77","5.6"
"irrigation","6","2.32","4","3.82","4.65","6.05"
"irritable","6","2.26","2.15","2.85","6.37","4.23"
"irritate","6","2.58","2.43","3.19","5.85","4.39"
"irritation","6","2.58","2.57","3.38","5.5","4.35"
"island","2","2.32","4.96","7.18","4.25","5.58"
"isle","6","1.87","3.89","6.05","3.24","4.7"
"isolate","8","2","2.67","4.35","4.6","4.38"
"isolation","6","2.18","2.54","3.77","3","4.52"
"isotope","10","1.7","3.5","5.35","2.73","5.19"
"issue","6","2.44","2.37","3.95","4.55","5.47"
"itch","2","2.58","3.15","3.11","5","3.86"
"itchy","4","2.33","3.21","2.53","4.9","3"
"item","6","2.44","4.41","5.29","2.9","5.5"
"itinerary","12","1.92","3.93","6.1","3.27","5.32"
"ivory","4","2.58","4.76","5.2","2.33","5.17"
"jab","6","2.01","4.11","3.81","4.85","5.42"
"jabber","6","1.55","2.67","4.38","3.78","4.95"
"jackal","6","1.68","4.39","4.65","4.58","4.57"
"jackass","2","2.18","3.66","4.05","6.57","4.59"
"jacket","2","2.26","4.86","5.86","3.35","6.89"
"jackpot","2","2.19","3.41","7.1","5.62","4.35"
"jade","8","2.43","4.38","6.25","3.43","5.37"
"jaded","12","2.09","2.07","3.62","3.79","5.65"
"jagged","4","2.16","3.74","3.95","6.05","4.48"
"jaguar","4","2.06","4.9","5.63","5.55","5.1"
"jail","2","2.43","4.83","1.91","4.47","3.91"
"jailbird","4","1.94","4.04","2.38","4.48","3.18"
"jailer","6","1.87","4.48","2.61","4.95","3.79"
"jam","2","2.32","4.71","5.81","3.95","5.89"
"jamboree","4","1.72","3.41","6.14","5.28","5.5"
"janitor","4","2.33","4.68","4.86","2.3","5.36"
"jar","2","2.32","5","5.71","2.77","5.26"
"jargon","12","1.85","2.07","4.85","3.95","5.25"
"jasmine","13","2.34","4.55","6.74","3.7","5.75"
"javelin","8","1.67","4.9","5.24","3.89","5.71"
"jaw","2","2.58","4.87","4.41","4.09","5.84"
"jawbone","2","2.11","4.96","4.63","4.19","5.65"
"jaws","2","2.26","4.46","4.42","5.91","4.68"
"jazz","4","2.44","3.9","6.57","6.05","6.42"
"jealous","4","2.32","2.17","2.38","5.9","4.68"
"jealousy","4","2.18","1.8","2.58","5.45","3.89"
"jean","4","1.96","4.69","6.05","2.41","5.19"
"jeans","2","2.26","5","5.47","3.95","6.26"
"jeep","2","2.33","4.8","5.53","4.05","5"
"jelly","2","2.33","4.93","5.9","3.63","5.68"
"jellyfish","2","2.33","4.93","4.9","3.73","4"
"jeopardize","6","1.97","1.74","3.1","6.15","3.65"
"jeopardy","10","2.42","1.93","3.84","4.23","4.32"
"jerk","2","2.58","3.26","2.43","6.45","4.84"
"jerky","4","2","3.74","4.74","4","4.21"
"jest","8","2.19","2.15","6.2","4.21","5.64"
"jester","6","1.93","4.64","4.53","4.75","5.35"
"jet","2","2.24","4.77","6.74","5.26","5.44"
"jewel","2","2.44","4.96","6.68","3.83","5.1"
"jeweler","4","1.9","4.61","5.95","3.73","5.73"
"jewelry","2","1.83","4.82","7","3.38","6.19"
"jiffy","6","2.16","2.33","6.09","4.89","6.05"
"jig","4","2.17","3.85","4.95","4.95","5.33"
"jiggle","6","2.06","3.52","6.15","5.22","4.88"
"jigsaw","4","2.1","4.78","5.05","4","6.57"
"jihad","14","1.28","2.73","2.32","5.35","3.08"
"jingle","4","2.35","3.7","5.16","4.33","5.81"
"jinx","6","1.9","2.03","3.59","4.95","4.16"
"jittery","4","2.12","3.17","3.35","4.89","3.5"
"jive","6","1.77","2.54","6.32","5.68","5.29"
"job","2","2.43","3.19","5.64","4","4.44"
"jockey","4","2.43","4.59","4.95","4.84","5.62"
"jog","6","2.58","3.63","5.81","3.43","6.35"
"join","2","2.27","2.86","5.83","3.9","4.94"
"joint","4","2.23","4.37","5.32","4.5","6.16"
"joke","2","2.58","2.9","7.88","5.73","5.79"
"joker","4","2.58","3.93","5.67","4.21","5.05"
"jolly","2","2.25","2.34","7.47","5.95","7.4"
"jolt","6","2.19","3.41","4.43","6.63","4.76"
"jot","12","1.58","3.3","4.79","4","5.77"
"journal","4","2.58","4.63","5.91","3.23","6.31"
"journalism","6","2.34","2.37","4.95","4.22","5.67"
"journalist","6","2.58","4.04","5.3","3.86","6.15"
"journey","2","2.58","2.57","6.65","4.89","6.77"
"joust","10","1.97","4.03","4.9","5.61","5.11"
"joy","2","2.58","2.37","8.21","5.55","7"
"joyful","2","2.43","2.12","8.21","5.53","7.05"
"joyous","6","2.32","2.19","7.45","6.62","6.25"
"jubilee","6","1.91","2.29","7.05","5.2","6.35"
"judge","2","2.58","3.75","3.89","4.5","3.78"
"judgment","6","1.74","1.68","4.65","4.27","5.54"
"judicial","6","2.34","2.12","4","4.59","4.9"
"judo","4","1.57","4.32","5.79","4.5","6.17"
"jug","2","2.31","4.96","5.45","3.73","5.45"
"juggle","4","2.33","4.04","5.84","5.14","4.7"
"juggler","2","2.1","4.5","6.3","4.05","5.23"
"jugular","12","2.07","4.19","5.2","4.56","4.84"
"juice","2","2.45","4.89","6.9","4.6","5.74"
"juicy","2","2.31","3.96","7.05","4.7","5.48"
"jukebox","4","2.44","4.93","6.76","4.9","5.67"
"jumbo","4","2.09","3.24","4.9","4.24","4.92"
"jump","2","2.58","4.52","6.44","5.14","5.72"
"jumper","6","2.44","4.03","4.55","3.76","5"
"jumpy","4","2.34","2.63","4.8","5.45","4.47"
"junction","6","2.43","3.96","5.21","3.86","6.36"
"juncture","12","1.8","3","5.25","4.08","5.79"
"jungle","2","2.44","4.66","5.7","4.06","4.5"
"junior","4","2.44","3.5","5.36","4.15","6.26"
"juniper","12","1.84","4.41","6.33","3.27","5.3"
"junk","2","2.44","3.88","3.57","3.95","4.86"
"junkie","8","2.1","3.85","2.5","4.62","3.82"
"jurisdiction","10","1.94","2.07","4.68","3.95","4.33"
"juror","6","1.56","4.29","4.65","4.5","5.08"
"jury","4","2.58","4.64","4.23","5.2","5.21"
"justice","4","2.32","1.45","6.8","5.4","6.31"
"justifiable","6","2.31","1.86","6.1","3.58","5.84"
"justification","8","2.31","1.52","5.68","4.09","6.48"
"justify","6","2.23","1.45","6.17","3.2","6.04"
"juvenile","6","2.43","3.31","3.74","3.85","4.12"
"kale","14","1.78","4.81","5.79","3.29","5.5"
"kamikaze","12","1.47","3.38","3.58","4.68","3.87"
"kangaroo","2","2.31","4.86","6.45","4.27","5.37"
"kaput","12","0.97","2.15","3.95","4.45","4.52"
"karma","14","2.11","1.93","6.28","4.18","3.29"
"kayak","6","1.94","4.7","5.68","3.77","5.43"
"keel","8","1.3","3.48","4.64","4.15","5.74"
"keen","6","2.07","1.61","6.72","3.21","5.52"
"keep","2","2.44","2.37","6.32","3.43","5.71"
"keeper","4","2.43","3","5.89","3.81","4.83"
"keepsake","6","2.24","3.89","6.73","4.43","5.95"
"keg","6","2.12","4.75","5.65","4.52","6.33"
"kelp","13","1.53","4.9","5","3.46","5.18"
"kennel","6","2.04","4.73","4.64","3.67","5.73"
"kerchief","4","1.24","4.85","5.31","2.95","5.1"
"kernel","8","1.92","4.21","5.23","3.87","5.53"
"kerosene","6","1.77","4.96","3.86","4","5.34"
"ketchup","2","2.23","5","6.03","3.85","5.48"
"kettle","2","2.44","4.75","5.67","3.1","5.68"
"key","2","2.31","4.89","6.22","3.9","6.75"
"keyboard","6","2.43","4.93","5.17","3.59","5.13"
"keyhole","2","2.24","4.63","5.39","3.96","5.74"
"keynote","8","2.18","2.97","5.67","3.1","5.84"
"khaki","10","1.88","4.19","5.05","2.64","6.08"
"kick","2","2.44","4.33","4.55","5.1","5.1"
"kickoff","2","2.14","4.41","4.95","5","6.11"
"kid","2","2.27","4.56","7.23","4.71","4.83"
"kiddo","8","1.26","3.16","5.65","4.68","5.26"
"kidnap","4","2.33","3.83","2.19","5.59","2.37"
"kidney","4","2.43","4.96","4.9","3.95","5.44"
"kids","2","2.44","4.61","6.48","5.69","5.13"
"kill","2","2.24","3.9","1.81","6.81","3.61"
"killer","2","2.44","3.31","1.74","7.05","4.43"
"killing","12","2.35","3.43","1.95","5.52","4.47"
"killjoy","6","1.72","2.42","3.84","4.14","4.05"
"kilo","10","1.99","3.17","4.29","3.26","5.19"
"kilometer","6","2.24","4.07","5.52","4.1","4.81"
"kilt","6","2.1","4.71","5.12","4.74","4.81"
"kimono","4","1.36","4.43","5.9","3.77","5.08"
"kin","6","1.99","4.1","5.85","3","5.05"
"kind","2","2.24","2.07","7.78","3.19","7.62"
"kindergarten","2","1.93","3.9","6.62","3.09","6.17"
"kindling","6","2.25","3.76","5.45","4.05","5.85"
"kindness","4","2.58","1.74","7.65","3.96","6.95"
"kindred","12","1.94","1.86","6.47","3.23","5.46"
"kinetic","13","2.24","2.24","5.11","4.95","5.29"
"king","2","2.34","4.1","6","4.45","5.53"
"kingdom","6","2.24","3.76","6.74","4.2","6.75"
"kingpin","12","1.65","3.48","4.37","5.14","5.17"
"kink","6","1.91","3.57","5.29","4.8","4.82"
"kinky","8","2.01","2.31","5.71","5.52","5.33"
"kinship","6","1.87","2.21","7.53","4.65","6.26"
"kiosk","14","1.87","4.58","5","3.35","5.1"
"kiss","2","2.35","4.48","7.78","6.05","6.52"
"kisser","4","2.18","3.7","7.33","5.85","5.38"
"kit","2","2.33","4.47","6.1","3.68","6.29"
"kitchen","2","2.43","4.97","6.17","3.52","5.89"
"kite","4","2.08","5","6.9","4.2","6.24"
"kitten","2","2.33","4.86","7.58","3.19","6.67"
"kiwi","12","2.33","4.86","6.11","3.65","5.5"
"knack","10","2.03","2.05","5.68","3.77","5.71"
"knapsack","6","1.95","4.9","5.3","3.86","5.5"
"knee","2","2.45","5","4.7","4.25","5.38"
"kneecap","4","2.42","4.7","4.55","3.74","5.46"
"kneel","2","2.05","4.31","4","3.18","4.88"
"knickers","8","2.24","4.54","5.74","3.7","4.09"
"knife","2","2.35","4.9","4.33","4.86","5.29"
"knighthood","8","2.44","2.78","6.2","4.86","5.81"
"knit","2","2.34","4.41","5.85","3.35","6.44"
"knob","2","2.43","4.75","5.21","3.05","5.35"
"knock","2","2.58","4.24","5.44","3.95","5.11"
"knockout","4","2.43","3.56","4.95","5.91","4.11"
"knoll","10","1.59","4.27","5.09","3.68","5.55"
"knot","2","2.44","4.87","4.57","3.84","6.04"
"know","2","2.58","1.68","6.82","3.24","5.78"
"knowledge","4","2.34","1.73","7.28","4.86","7.2"
"knowledgeable","12","2.33","1.92","7.95","4.65","7.19"
"knuckle","4","2.19","4.93","4.68","4.32","4.95"
"knucklehead","6","2.25","2.19","3.79","4.82","4.64"
"koala","10","1.72","4.77","6.65","3.73","6.62"
"kooky","2","1.32","1.96","6.42","5.67","5.3"
"kosher","12","1.97","3.07","4.68","3.06","6.12"
"kudos","14","2.08","2","6.95","4.27","6.95"
"kumquat","12","1.18","4.88","6.1","2.75","4.59"
"lab","2","2.44","4.69","4.57","4.35","6.68"
"label","4","2.44","4.46","4.79","3.38","5.48"
"labor","6","1.85","3.08","4.74","5.23","5.41"
"laboratory","6","2.44","4.46","5.14","4.38","4.77"
"laborer","4","2","4.28","4.71","4.08","5.21"
"labyrinth","12","1.89","4.22","4.84","4.24","3.8"
"lace","4","2.44","4.85","6.58","3.75","6.7"
"lack","6","2.18","2.04","3.68","2.24","5.46"
"lackey","14","1.22","3.26","4.32","4","4.13"
"lacquer","6","1.56","4.28","4.95","3.3","5"
"lacrosse","12","1.95","4.28","5.29","3.7","4.84"
"lactose","12","2.15","4.18","4.44","3.44","4.26"
"lad","2","2.17","4.28","6.19","3.6","5"
"ladder","2","2.25","5","5.32","4.09","5.56"
"ladle","10","1.72","4.9","5.11","2.82","5.42"
"lady","2","2.43","4.33","6.91","4.05","5.87"
"ladybug","2","2.17","4.92","6.9","3.45","5.33"
"ladylike","6","2.04","2.18","5.68","3.77","5.37"
"lag","6","2.16","3.04","3.9","4","4.57"
"lager","12","1.42","4.64","5.4","3.11","5.64"
"lagoon","8","2.16","4.5","6.23","3.56","4.62"
"lair","8","2.19","3.76","5","5.35","5.12"
"lake","2","2.44","4.88","7.13","2.64","5.36"
"lamb","2","2.35","4.97","6.3","3.32","5.72"
"lame","4","2.24","2.52","3.2","2.74","3.45"
"lament","12","2.15","1.75","4.16","3.33","3.47"
"lamp","2","2.44","4.97","5.74","2.71","6.04"
"lamppost","4","1.37","4.66","5.29","2.76","6.17"
"lance","8","1.88","4.07","4.7","3.6","5.17"
"land","2","2.42","4.57","6.61","3.05","5.94"
"landfall","14","1.78","3.46","4.95","3.45","5.04"
"landing","4","2.58","3.87","5.09","3.62","5.62"
"landlady","6","1.91","4.22","4.1","4.9","4.52"
"landlord","6","2.58","4.66","3.5","3.95","4.64"
"landmark","6","2.18","4.1","6","4.15","5.5"
"landscape","6","2.18","4.34","7","3.75","5"
"landslide","4","2.24","4.36","4.76","5.89","3.81"
"lane","2","2.44","4.66","5.29","3.95","6.95"
"language","2","2.35","2.35","6.38","3.7","7.37"
"lanky","6","1.83","3.12","5.71","4.32","5.11"
"lantern","2","2.43","5","5.37","3.21","5.24"
"lap","4","2.24","4.11","5.89","3.45","5.26"
"lapel","8","1.54","4.56","5.74","3.17","5.21"
"lapse","10","1.89","2.85","4.35","3.11","3.59"
"larceny","10","1.26","2.6","3.1","5.44","4.29"
"lard","4","2.24","4.88","3.55","2.95","4.18"
"large","2","2.58","3.37","5.77","5.35","5.05"
"lark","4","2.04","4.28","5.19","3.52","4.96"
"laryngitis","6","1.62","4.37","3.14","3.56","4.06"
"larynx","10","1.59","4.5","4.45","4","5.84"
"lasagna","8","1.8","4.89","7.1","5.04","5.89"
"laser","14","2.19","4.5","5.64","5.09","5.52"
"lash","4","2.16","3.79","4.63","4.65","5.2"
"lasso","4","1.34","4.74","5.33","4.67","4.68"
"lasting","2","2.17","2.3","6.67","3.33","6.33"
"latch","6","2.32","4.79","5","3.09","4.78"
"late","2","2.35","2.6","3.32","5.57","4.22"
"latent","14","1.85","1.81","4.48","3.04","4.11"
"lateral","12","2.24","3.5","5.43","4.11","4.68"
"latex","6","2.44","4.77","3.95","3.72","5.54"
"lather","6","2.06","3.77","5.57","4.39","6.16"
"latitude","13","2.05","2.54","4.82","3.74","5.47"
"latrine","12","1.48","4.62","4","3.82","5.56"
"laugh","2","2.58","4.21","7.56","6.62","7.39"
"laughable","6","2.33","2.07","6.21","5.6","5.46"
"laughter","6","2.58","4.22","8.05","5.39","7.02"
"launch","4","2.32","3.7","6.4","5.26","6.75"
"launder","4","1.84","3.18","5.15","3.57","5.36"
"laundry","2","2.43","4.93","5.15","4.5","6.09"
"lava","4","2.19","4.82","4.33","5.26","3.12"
"lavatory","8","1.81","4.81","5.18","4.21","5.57"
"lavender","6","2.32","4.52","6.9","3.81","6.03"
"lavish","10","2.26","2.31","6.79","4.88","5.88"
"law","2","2.33","2.57","4.55","3.55","4.83"
"lawful","4","2.43","2.46","6.26","3.7","5.71"
"lawless","6","2.43","3.03","3.1","4.17","3.94"
"lawlessness","6","1.98","2.58","2.61","4.73","3.54"
"lawn","2","2.33","4.93","6.05","2.62","6.04"
"lawsuit","6","2.25","2.94","2.84","5.39","3.2"
"lawyer","4","2.58","4.7","3.94","3.95","3.56"
"lax","10","1.71","2.36","4.43","3.12","5.33"
"laxative","6","2.32","4.07","3.1","4.14","3"
"lay","4","2.2","3.86","6.18","3.7","6.32"
"layaway","6","1.2","2.83","5.29","3.9","5.35"
"layer","6","2.42","3.52","5.2","3.45","6.04"
"layman","13","1.8","2.96","5.1","3.48","5.11"
"layout","4","2.34","3.38","4.95","3.52","4.95"
"layover","10","1.83","2.93","3.37","4.1","2.63"
"laziness","4","2.31","2.21","3.9","2.76","4.95"
"lazy","2","2.33","2.67","3.05","3.05","5.79"
"lead","2","2.32","4.1","5.56","3.95","5.22"
"leader","2","2.34","3.89","6.24","4.96","6.3"
"leadership","2","2.58","2.43","6","4.76","6.84"
"leaf","2","2.26","5","6.16","3.05","5.54"
"leafy","4","2.24","3.89","5.95","3.57","5.88"
"league","6","2.58","3.46","5.35","4.25","6.28"
"leak","2","2.43","4.28","4","5.43","4.57"
"leakage","6","2.12","3.44","3.52","5.23","3.67"
"leaky","2","2.33","3.57","3.95","4.33","4.59"
"lean","2","2.45","3","6.35","3.32","5.84"
"leap","2","2.34","3.86","4.8","4","5.33"
"learn","2","2.32","2.2","6.85","4.8","7"
"learner","2","2.1","3.28","6.4","4.23","7.14"
"leash","8","2.18","4.89","5.25","3","4.32"
"leather","4","2.44","4.82","5.84","3.57","5.32"
"leave","2","2.58","2.53","4.68","4.48","5.47"
"lecture","4","2.44","3.79","4","3.16","4.5"
"lecturer","4","2.1","4.34","4.42","3.48","4.88"
"ledge","4","2.34","4.72","5.24","4.95","4.36"
"ledger","12","1.85","4.36","5.33","3.24","5.87"
"leech","6","1.96","4.33","2.43","4.09","4.5"
"leeway","8","1.63","1.96","5.26","3.88","6.11"
"leftover","2","2.2","4.15","4.59","4.27","5.54"
"leg","2","2.43","4.83","6.22","2.75","5.5"
"legacy","12","2.42","1.4","7.38","4.75","5.67"
"legal","4","2.31","1.79","5.24","3.35","6.68"
"legend","6","2.34","2.96","6.86","5.13","6.78"
"legendary","8","2.24","2.04","6.86","6.61","6.95"
"legion","8","2.06","2.69","5.32","4.18","4.87"
"legislation","6","2.11","3.14","3.55","4.09","3.85"
"legislature","6","1.85","2.54","3.55","3.22","4.48"
"legitimacy","12","2.34","2.07","5.55","4.09","6.37"
"legitimate","10","2.33","1.63","5.7","3.94","6.29"
"leisure","6","2.12","2.03","7.4","4.48","6.68"
"leisurely","6","2.17","1.9","6.92","3.6","6.58"
"lemon","2","2.44","5","6.37","4.52","5.43"
"lemonade","2","2.58","4.83","7.05","4.63","6"
"lend","4","2.34","3.07","4.95","3.22","5.5"
"length","4","2.32","4.07","5.21","3.41","5.67"
"lengthy","4","2.24","3.24","4.4","3.39","5.24"
"leniency","12","1.57","1.71","5.8","3.78","5.71"
"lenient","10","1.64","1.96","5.52","3.61","5.54"
"lens","2","2.1","4.64","5.42","2.95","5.04"
"leopard","2","2.32","5","6.43","6.26","4.29"
"leotard","6","2.12","4.74","5.1","3.95","5"
"leper","8","1.38","3.74","3.3","4.24","2.88"
"leprechaun","10","1.93","3.97","6","5.11","4.43"
"leprosy","6","1.75","4.1","2.25","4.38","3.35"
"lesbian","10","2.43","4.21","5.76","6.04","5.34"
"lesion","12","1.27","4.38","2.95","5.62","4.13"
"lessen","6","1.64","2.23","4.5","4.08","4.73"
"lesson","4","2.32","2.79","5.57","3.8","6.79"
"let","4","2.58","2.26","5.95","2.71","6.06"
"lethal","12","2.33","3.04","2.48","5.64","4.72"
"letter","2","2.35","4.7","5.68","3.19","5.97"
"letterhead","6","1.79","4.31","4.68","3.27","6.32"
"lettering","6","1.72","4.41","5.14","3.12","5.42"
"lettuce","2","2.44","4.97","5.84","3.64","5.44"
"leukemia","8","1.91","3.57","1.47","5.75","2.83"
"level","2","2.33","2.86","5.72","2.15","5.61"
"lever","4","2.23","4.77","4.5","2.56","6.29"
"leverage","6","2.25","2.6","4.9","4.08","5.25"
"levitate","13","2.26","3.37","5.4","6.1","5.04"
"lewd","12","1.61","2.24","3.58","4.41","4.53"
"liability","10","2.44","1.96","3.45","4.58","4.24"
"liable","8","1.92","2.04","4","4.32","5.19"
"liaison","14","1.73","2.89","5.05","3.35","5.81"
"liar","2","2.34","3.43","2.41","6.6","4.74"
"libel","10","1.41","2.21","3.68","5","4.78"
"liberate","8","2.17","2.29","5.79","5.32","6.96"
"liberation","8","2.42","2.21","6.74","5.29","5.59"
"liberty","4","2.44","1.85","7.2","4.5","7.04"
"libido","14","1.66","2.63","6.86","5.68","4.95"
"librarian","2","2.16","4.4","6.38","1.75","5"
"library","2","2.15","4.8","6.33","2.52","6.35"
